fg_value,fg_label,date
21,Extreme Fear,2025-02-26
10,Extreme Fear,2025-02-27
16,Extreme Fear,2025-02-28
20,Extreme Fear,2025-03-01
26,Fear,2025-03-02
33,Fear,2025-03-03
15,Extreme Fear,2025-03-04
20,Extreme Fear,2025-03-05
25,Fear,2025-03-06
34,Fear,2025-03-07
28,Fear,2025-03-08
27,Fear,2025-03-09
20,Extreme Fear,2025-03-10
24,Extreme Fear,2025-03-11
34,Fear,2025-03-12
45,Neutral,2025-03-13
27,Fear,2025-03-14
46,Neutral,2025-03-15
30,Fear,2025-03-16
32,Fear,2025-03-17
34,Fear,2025-03-18
32,Fear,2025-03-19
49,Neutral,2025-03-20
31,Fear,2025-03-21
32,Fear,2025-03-22
30,Fear,2025-03-23
45,Neutral,2025-03-24
46,Neutral,2025-03-25
47,Neutral,2025-03-26
40,Fear,2025-03-27
44,Fear,2025-03-28
26,Fear,2025-03-29
32,Fear,2025-03-30
34,Fear,2025-03-31
34,Fear,2025-04-01
44,Fear,2025-04-02
25,Fear,2025-04-03
28,Fear,2025-04-04
30,Fear,2025-04-05
34,Fear,2025-04-06
23,Extreme Fear,2025-04-07
24,Extreme Fear,2025-04-08
18,Extreme Fear,2025-04-09
39,Fear,2025-04-10
25,Fear,2025-04-11
43,Fear,2025-04-12
45,Neutral,2025-04-13
31,Fear,2025-04-14
38,Fear,2025-04-15
29,Fear,2025-04-16
30,Fear,2025-04-17
33,Fear,2025-04-18
32,Fear,2025-04-19
37,Fear,2025-04-20
39,Fear,2025-04-21
47,Neutral,2025-04-22
72,Greed,2025-04-23
63,Greed,2025-04-24
60,Greed,2025-04-25
65,Greed,2025-04-26
61,Greed,2025-04-27
54,Neutral,2025-04-28
60,Greed,2025-04-29
56,Greed,2025-04-30
53,Neutral,2025-05-01
67,Greed,2025-05-02
